DataYear,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,TotalGHGEmissions,GHGIntensity,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2015,131481,Evangelical Covenant Church,Submitted,8303 W Higgins Rd,60631,nan,,NORWOOD PARK,Office,44575.0,1972.0,1,,22,4771303.0,,,,,107.0,336.1,107.7,338.3,959.0,21.5,41.98602303,-87.83420397,"(41.98602303, -87.83420397)",2015-131481,29,36,22243.0,551,34
2016,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W. Fulton St.,60607,nan,,NEAR WEST SIDE,Office,62555.0,1907.0,1,,100,545210.3,1014229.7,,,,24.9,44.4,27.2,46.7,154.4,2.5,41.88660859,-87.66258804,"(41.88660859, -87.66258804)",2016-131633,46,29,14917.0,63,41
2017,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W. Fulton St.,60607,nan,,NEAR WEST SIDE,Office,62555.0,1907.0,1,,97,589945.0,2948479.0,,,,56.6,79.1,62.2,85.1,265.7,4.2,41.88660859,-87.66258804,"(41.88660859, -87.66258804)",2017-131633,46,29,14917.0,63,41
2018,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W. Fulton St.,60607,4.0,False,NEAR WEST SIDE,Office,62555.0,1907.0,1,,91,647962.7,2085858.0,,,,43.7,64.0,43.8,64.1,218.6,3.5,41.88660859,-87.66258804,"(41.88660859, -87.66258804)",2018-131633,46,29,14917.0,63,41
2019,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W FULTON ST,60607,4.0,False,NEAR WEST SIDE,Office,62555.0,1907.0,1,,95,570841.2,2043792.1,,,,41.8,59.9,40.6,,203.5,3.3,41.88660859,-87.66258804,"(41.88660859, -87.66258804)",2019-131633,46,29,14917.0,63,41
2021,131633,Fulton-Loomis-Carroll Condominium Association,Submitted,1400 W FULTON ST,60607,4.0,False,NEAR WEST SIDE,Office,62555.0,1907.0,1,,98,233128.3,2137763.2,0.0,0.0,,37.9,46.3,41.7,50.0,146.8,2.3,41.88660859,-87.66258804,"(41.88660859, -87.66258804)",2021-131633,46,29,14917.0,63,41
2017,131906,Parkshore Estates Nursing & Rehabilitatinon Center,Submitted,6125 S Kenwood Ave,60637,nan,,WOODLAWN,Senior Care Community,128112.0,1975.0,1,,26,3332504.0,11962100.0,,,,119.4,170.9,127.4,179.0,1189.8,9.3,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2017-131906,4,9,22260.0,470,53
2018,131906,Parkshore Estates Nursing & Rehabilitatinon Center,Submitted,6125 S Kenwood Ave,60637,1.0,False,WOODLAWN,Senior Care Community,128112.0,1975.0,1,15892.0,11,3714726.3,15884589.8,,,,153.0,211.4,148.9,205.2,1461.7,11.4,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2018-131906,4,9,22260.0,470,53
2019,131906,Parkshore Estates Nursing & Rehabilitatinon Center,Submitted,6125  S KENWOOD AVE,60637,1.0,False,WOODLAWN,Senior Care Community,128112.0,1975.0,1,,12,3630456.7,14956699.8,,,,145.1,201.9,144.0,,1398.4,10.9,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2019-131906,4,9,22260.0,470,53
2021,131906,Parkshore Estates Nursing & Rehabilitation Center,Submitted,6125  S KENWOOD AVE,60637,2.0,False,WOODLAWN,Senior Living Community,153502.0,1975.0,1,,24,3606876.4,12329229.8,0.0,0.0,,124.4,179.9,131.1,185.3,1170.0,9.1,41.78046327,-87.6053081,"(41.78046327, -87.6053081)",2021-131906,4,9,22260.0,470,53
2016,131935,Continental Nursing and Rehab Center,Submitted,5336 N. Western Avenue,60625,nan,,LINCOLN SQUARE,Senior Care Community,51000.0,1976.0,1,,6,2648441.1,7859690.9,,,,206.0,324.9,214.3,330.5,905.6,17.8,41.97842255,-87.68926259,"(41.97842255, -87.68926259)",2016-131935,24,6,21849.0,29,46
2017,131935,Continental Nursing and Rehab Center,Submitted,5336 N. Western Avenue,60625,nan,,LINCOLN SQUARE,Senior Care Community,51000.0,1976.0,1,,5,2438786.0,8397749.0,,,,212.5,323.0,227.3,338.2,897.0,17.6,41.97842255,-87.68926259,"(41.97842255, -87.68926259)",2017-131935,24,6,21849.0,29,46
2018,131935,Continental Nursing & Rehabilitation Center,Submitted,5336 N. Western Avenue,60625,1.0,False,LINCOLN SQUARE,Senior Care Community,51000.0,1976.0,1,9051.0,5,2454228.1,8784139.4,,,,220.4,315.6,223.9,316.0,874.9,17.2,41.97842255,-87.68926259,"(41.97842255, -87.68926259)",2018-131935,24,6,21849.0,29,46
2019,131935,Continental Nursing and Rehabilitation Center,Submitted,5336 N Western Ave,60625,1.0,False,LINCOLN SQUARE,Senior Care Community,51000.0,1976.0,1,,4,2479009.1,9008759.7,,,,225.3,321.6,224.1,,890.9,17.5,41.97842255,-87.68926259,"(41.97842255, -87.68926259)",2019-131935,24,6,21849.0,29,46
2021,131935,Continental Nursing & Rehabilitation Center,Submitted,5336 N Western Ave,60625,1.0,False,LINCOLN SQUARE,Senior Living Community,68280.0,1976.0,1,,5,2541420.0,8403099.8,0.0,0.0,,214.6,312.5,229.6,325.5,809.3,15.9,41.97842255,-87.68926259,"(41.97842255, -87.68926259)",2021-131935,24,6,21849.0,29,46
2016,132017,1300 Dearborn Property LLC,Submitted,1300 N Dearborn St,60610,nan,,NEAR NORTH SIDE,Retail Store,60000.0,1915.0,1,,99,913019.5,371925.0,,,,21.4,54.3,21.4,54.3,188.0,3.1,41.90614898,-87.63008406,"(41.90614898, -87.63008406)",2016-132017,11,37,14926.0,17,22
2017,132017,1300 Dearborn Property LLC,Submitted,1300 N Dearborn St,60610,nan,,NEAR NORTH SIDE,Retail Store,60000.0,1915.0,1,,96,904752.0,1385613.0,,,,38.2,71.6,38.2,71.6,240.9,4.0,41.90614898,-87.63008406,"(41.90614898, -87.63008406)",2017-132017,11,37,14926.0,17,22
2018,132017,1300 Dearborn Property LLC,Submitted,1300 N Dearborn St,60610,4.0,False,NEAR NORTH SIDE,Retail Store,60000.0,1915.0,1,3493.0,96,932064.9,1520253.0,,,,40.9,70.1,40.9,70.1,235.8,3.9,41.90614898,-87.63008406,"(41.90614898, -87.63008406)",2018-132017,11,37,14926.0,17,22
2019,132017,1300 Dearborn Property LLC,Submitted,1300 1310 N DEARBORN ST,60610,4.0,False,NEAR NORTH SIDE,Retail Store,60000.0,1915.0,1,,96,922100.5,1475054.6,,,,40.0,,,,,,41.90614898,-87.63008406,"(41.90614898, -87.63008406)",2019-132017,11,37,14926.0,17,22
2021,132017,1300 Dearborn,Submitted,1300 1310 N DEARBORN ST,60610,4.0,False,NEAR NORTH SIDE,Retail Store,60000.0,1915.0,1,,99,753611.9,1560690.0,0.0,0.0,,38.6,62.5,38.8,63.1,190.5,3.2,41.90614898,-87.63008406,"(41.90614898, -87.63008406)",2021-132017,11,37,14926.0,17,22
2015,132117,HOME DEPOT,Submitted,200 w. 87th st,60620,nan,,CHATHAM,Retail Store,128000.0,1996.0,1,,56,6526593.0,5033132.0,,,,90.3,201.4,93.5,204.8,1579.0,12.3,41.73721633,-87.63117106,"(41.73721633, -87.63117106)",2015-132117,13,40,21554.0,1,18
2016,132117,HOME DEPOT,Submitted,200 w. 87th st,60620,nan,,CHATHAM,Retail Store,128000.0,1996.0,1,,52,6933706.0,5157651.4,,,,94.5,212.4,99.0,215.6,1552.0,12.1,41.73721633,-87.63117106,"(41.73721633, -87.63117106)",2016-132117,13,40,21554.0,1,18
2017,132117,#1914 - DAN RYAN,Submitted,200-232 W 87TH ST,60620,nan,,CHATHAM,Retail Store,103580.0,1997.0,1,,28,7356159.0,4819276.0,,,,117.5,247.7,123.9,253.7,1479.8,14.3,41.73721633,-87.63117106,"(41.73721633, -87.63117106)",2017-132117,13,40,21554.0,1,18
2018,132117,HOME DEPOT,Submitted,200 w. 87th st,60620,2.0,False,CHATHAM,Retail Store,128000.0,1996.0,1,1839.0,47,6931853.3,5757299.6,,,,99.1,198.9,97.0,196.5,1459.0,11.4,41.73721633,-87.63117106,"(41.73721633, -87.63117106)",2018-132117,13,40,21554.0,1,18
2019,132117,Home Depot,Submitted,200 W 87th St,60620,2.0,False,CHATHAM,Retail Store,128000.0,1996.0,1,,47,6337851.4,7327540.1,,,,106.8,198.7,104.0,,1443.6,11.3,41.73721633,-87.63117106,"(41.73721633, -87.63117106)",2019-132117,13,40,21554.0,1,18
2021,132117,1914 - DAN RYAN,Submitted,200 W 87th St,60620,2.5,False,CHATHAM,Retail Store,103580.0,1997.0,1,,51,3969305.8,7933288.1,0.0,0.0,,114.9,187.7,123.1,194.8,988.3,9.5,41.73721633,-87.63117106,"(41.73721633, -87.63117106)",2021-132117,13,40,21554.0,1,18
2015,132118,CC Care (Community Care Center),Submitted,4314 S. Wabash Ave.,60653,nan,,GRAND BOULEVARD,Senior Care Community,62600.0,1969.0,1,,21,2249399.0,6282277.0,,,,136.3,218.2,140.9,222.4,786.0,12.5,41.81570201,-87.6251302,"(41.81570201, -87.6251302)",2015-132118,9,4,4301.0,393,12
2016,132118,CC Care (Community Care Center),Submitted,4314 S. Wabash Ave.,60653,nan,,GRAND BOULEVARD,Senior Care Community,62600.0,1969.0,1,,25,2346664.4,5913989.6,,,,132.0,216.9,140.3,223.1,746.7,11.9,41.81570201,-87.6251302,"(41.81570201, -87.6251302)",2016-132118,9,4,4301.0,393,12
2017,132118,CC Care (Community Care Center),Submitted,4314 S. Wabash Ave.,60653,nan,,GRAND BOULEVARD,Senior Care Community,62600.0,1969.0,1,,22,2163645.0,6327974.0,,,,135.6,214.7,142.6,221.2,736.2,11.8,41.81570201,-87.6251302,"(41.81570201, -87.6251302)",2017-132118,9,4,4301.0,393,12
2018,132118,CC Care (Community Care Center),Submitted,4314 S. Wabash Ave.,60653,1.0,False,GRAND BOULEVARD,Senior Care Community,62600.0,1969.0,1,9499.0,20,2217796.6,6769536.7,,,,143.6,212.7,140.8,207.1,728.5,11.6,41.81570201,-87.6251302,"(41.81570201, -87.6251302)",2018-132118,9,4,4301.0,393,12
2019,132118,Community Care Center,Submitted,4314 S Wabash Ave,60653,1.0,False,GRAND BOULEVARD,Senior Care Community,62600.0,1969.0,1,,20,2108694.5,6857149.8,,,,143.2,209.3,140.0,,715.0,11.4,41.81570201,-87.6251302,"(41.81570201, -87.6251302)",2019-132118,9,4,4301.0,393,12
2021,132118,CC Care (Community Care Center),Submitted,4314 S Wabash Ave,60653,3.0,False,GRAND BOULEVARD,Senior Living Community,62700.0,1969.0,1,,45,1994529.0,4977199.9,0.0,0.0,,111.4,172.7,116.2,175.7,549.2,8.8,41.81570201,-87.6251302,"(41.81570201, -87.6251302)",2021-132118,9,4,4301.0,393,12
2015,132207,CITY NORTH 14,Submitted,2600 N WESTERN AVE,60647,nan,,LOGAN SQUARE,Movie Theater,73000.0,2010.0,1,,,10851132.0,3413000.0,,,,195.4,515.8,199.0,519.6,2361.0,32.3,41.92925985,-87.68784723999998,"(41.92925985, -87.68784724)",2015-132207,40,23,22535.0,240,24
2016,132207,CITY NORTH 14,Submitted,2600 N WESTERN AVE,60647,nan,,LOGAN SQUARE,Movie Theater,73000.0,2010.0,1,,,9274587.1,2957799.9,,,,167.6,441.5,173.5,447.7,1866.6,25.6,41.92925985,-87.68784724,"(41.92925985, -87.68784724)",2016-132207,40,23,22535.0,240,24
2017,132207,CITY NORTH 14,Submitted,2600 N WESTERN AVE,60647,nan,,LOGAN SQUARE,Movie Theater,73000.0,2010.0,1,,,9051586.0,3181600.0,,,,167.6,435.1,174.6,442.5,1842.6,25.2,41.92925985,-87.68784724,"(41.92925985, -87.68784724)",2017-132207,40,23,22535.0,240,24
2018,132207,CITY NORTH 14,Submitted,2600 N WESTERN AVE,60647,1.0,False,LOGAN SQUARE,Movie Theater,73000.0,2010.0,1,2104.0,,9052650.2,3570600.0,,,,172.9,398.6,170.3,395.9,1695.7,23.2,41.92925985,-87.68784724,"(41.92925985, -87.68784724)",2018-132207,40,23,22535.0,240,24
2015,132278,605 North Michigan Avenue,Submitted,605 N Michigan,60612,nan,,NEAR NORTH SIDE,Mixed Use Property,82405.0,1922.0,1,,,4318299.0,4172674.0,,,,103.0,217.7,105.6,220.4,1089.0,13.2,41.89277207,-87.62414339,"(41.89277207, -87.62414339)",2015-132278,36,37,21182.0,159,22
2018,132278,605 Holding,Submitted,605 N Michigan Ave,60611,2.0,False,NEAR NORTH SIDE,Mixed Use Property,82405.0,1922.0,1,837.0,,7726235.2,,,,,93.8,262.5,92.6,259.2,1285.4,15.6,41.89277207,-87.62414339,"(41.89277207, -87.62414339)",2018-132278,36,37,21182.0,159,22
2019,132278,605 N Michigan Ave,Submitted,605 N Michigan Ave,60611,2.0,False,NEAR NORTH SIDE,Mixed Use Property,82405.0,1922.0,1,,,7645288.9,,,,,92.8,259.8,92.0,,1271.9,15.4,41.89277207,-87.62414339,"(41.89277207, -87.62414339)",2019-132278,36,37,21182.0,159,22
2021,132278,605 N Michigan Ave,Submitted,605 N Michigan Ave,60611,3.0,False,NEAR NORTH SIDE,Office,105000.0,1922.0,1,,68,5749752.3,0.0,0.0,0.0,,54.8,153.3,54.8,153.3,821.2,7.8,41.89277207,-87.62414339,"(41.89277207, -87.62414339)",2021-132278,36,37,21182.0,159,22
2016,132408,Sheridan Shores Nursing Rehabilitation,Submitted,5838 N. Sheridan Rd.,60660,nan,,EDGEWATER,Senior Care Community,50092.0,1974.0,1,,,2585559.0,,,,,,,,,,,41.9884026,-87.65567064,"(41.9884026, -87.65567064)",2016-132408,16,76,4451.0,13,40
2017,132408,Sheridan Shores Nursing Rehabilitation,Submitted,5838 N. Sheridan Rd.,60660,nan,,EDGEWATER,Senior Care Community,50092.0,1974.0,1,,15,2611327.0,8654100.0,,,,224.9,345.1,235.8,354.4,942.5,18.8,41.9884026,-87.65567064,"(41.9884026, -87.65567064)",2017-132408,16,76,4451.0,13,40
2016,132489,(IL249) - Drexel Parc Lofts,Submitted,4537 S. Drexel St,60653,nan,,KENWOOD,Multifamily Housing,137130.0,1920.0,1,,97,1439628.6,6314275.3,,,,56.5,81.3,57.3,80.5,600.7,4.4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2016-132489,10,4,4301.0,583,1
2017,132489,(IL249) - Drexel Parc Lofts,Submitted,4537 S. Drexel St,60653,nan,,KENWOOD,Multifamily Housing,137130.0,1920.0,1,,97,1392369.0,6372655.0,,,,56.6,80.7,58.3,82.8,595.9,4.3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2017-132489,10,4,4301.0,583,1
2018,132489,(IL249) - Drexel Parc Lofts,Submitted,4537 S. Drexel St,60653,4.0,False,KENWOOD,Multifamily Housing,137130.0,1920.0,1,3195.0,100,1466525.4,2861719.4,,,,31.6,51.9,30.6,49.8,396.0,2.9,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2018-132489,10,4,4301.0,583,1
2019,132489,(IL249) - Drexel Parc Lofts,Submitted,4537  S DREXEL BLVD,60653,4.0,False,KENWOOD,Multifamily Housing,137130.0,1920.0,1,,100,1379737.7,2881623.9,,,,31.1,50.2,30.3,,382.6,2.8,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2019-132489,10,4,4301.0,583,1
2021,132489,(IL249) - Drexel Parc Lofts,Submitted,4537  S DREXEL BLVD,60653,4.0,False,KENWOOD,Multifamily Housing,137130.0,1920.0,1,,100,1416999.8,2505594.7,0.0,0.0,,28.6,48.1,29.3,47.8,335.5,2.4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)",2021-132489,10,4,4301.0,583,1
2015,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston/ 1430-1454 W Willow,60642,nan,,WEST TOWN,Mixed Use Property,58356.0,1923.0,1,,,2164655.0,1330106.0,,,,59.9,140.4,63.0,146.5,506.0,8.7,41.91442839,-87.66380985,"(41.91442839, -87.66380985)",2015-132533,11,25,22620.0,109,16
2016,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston/ 1430-1454 W Willow,60642,nan,,WEST TOWN,Mixed Use Property,83011.4,1923.0,1,,,1495633.1,1348266.6,,,,34.3,73.6,36.4,75.9,347.3,4.2,41.91442839,-87.66380985,"(41.91442839, -87.66380985)",2016-132533,11,25,22620.0,109,16
2017,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston/ 1430-1454 W Willow,60642,nan,,WEST TOWN,Mixed Use Property,83832.0,1923.0,1,,,1351974.0,3200813.0,,,,54.3,90.7,58.3,94.9,420.0,5.0,41.91442839,-87.66380985,"(41.91442839, -87.66380985)",2017-132533,11,25,22620.0,109,16
2018,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston/ 1430-1454 W Willow,60642,nan,True,WEST TOWN,Mixed Use Property,83832.0,1923.0,1,3464.0,,1833370.0,4127803.3,,,,71.1,112.9,70.8,111.6,524.3,6.3,41.91442839,-87.66380985,"(41.91442839, -87.66380985)",2018-132533,11,25,22620.0,109,16
2019,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston Ave,60642,nan,True,WEST TOWN,Mixed Use Property,83832.0,1923.0,1,,,2662124.3,3925783.9,,,,78.6,,,,,,41.91442839,-87.66380985,"(41.91442839, -87.66380985)",2019-132533,11,25,22620.0,109,16
2021,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston Ave,60642,nan,True,WEST TOWN,Mixed Use Property,108689.0,1923.0,1,,,2758615.6,2758072.4,0.0,0.0,,65.8,126.7,70.5,132.8,540.5,6.4,41.91442839,-87.66380985,"(41.91442839, -87.66380985)",2021-132533,11,25,22620.0,109,16
2015,132551,"Aunt Martha's Youth Service Center, Inc.",Submitted,5001-5013 S. Michigan Avenue,60615,nan,,GRAND BOULEVARD,Other - Services,60150.0,1975.0,1,,,1715687.0,7793709.0,,,,158.1,225.6,162.7,229.7,759.0,12.6,41.80355575,-87.62228666,"(41.80355575, -87.62228666)",2015-132551,9,4,21192.0,449,12
2016,132551,"Aunt Martha's Youth Service Center, Inc.",Submitted,5001-5013 S. Michigan Avenue,60615,nan,,GRAND BOULEVARD,Other - Services,60150.0,1975.0,1,,,1703441.0,5057800.4,,,,112.4,177.2,120.6,183.3,582.6,9.7,41.80355575,-87.62228666,"(41.80355575, -87.62228666)",2016-132551,9,4,21192.0,449,12
2017,132551,"Aunt Martha's Youth Service Center, Inc.",Submitted,5001-5013 S. Michigan Avenue,60615,nan,,GRAND BOULEVARD,Other - Services,60150.0,1975.0,1,,,1493613.0,5175800.0,,,,110.9,168.3,120.5,178.3,551.1,9.2,41.80355575,-87.62228666,"(41.80355575, -87.62228666)",2017-132551,9,4,21192.0,449,12
2018,132551,"Aunt Martha's Youth Service Center, Inc.",Submitted,5001-5013 S. Michigan Avenue,60615,1.0,False,GRAND BOULEVARD,Other - Services,60150.0,1975.0,1,4111.0,,1616520.3,8029899.9,,,,160.4,215.4,154.1,207.6,695.4,11.6,41.80355575,-87.62228666,"(41.80355575, -87.62228666)",2018-132551,9,4,21192.0,449,12
2019,132551,"Aunt Martha's Youth Service Center, Inc.",Submitted,5001 - 5013 S Michigan Ave,60615,nan,True,GRAND BOULEVARD,,,,,,,1783885.7,6108500.2,,,,131.2,189.7,127.5,,,,41.80355575,-87.62228666,"(41.80355575, -87.62228666)",2019-132551,9,4,21192.0,449,12
2021,132551,"Aunt Martha's Youth Service Center, Inc.",Submitted,5001 - 5013 S Michigan Ave,60615,3.0,False,GRAND BOULEVARD,Other - Services,60150.0,1975.0,1,,,1839924.4,4844999.8,0.0,0.0,,111.1,170.2,118.2,175.6,520.1,8.6,41.80355575,-87.62228666,"(41.80355575, -87.62228666)",2021-132551,9,4,21192.0,449,12
2016,132594,McKinley Park Lofts Condominium Association,Submitted,2323 W Pershing Rd,60609,nan,,NEW CITY,Multifamily Housing,207826.0,1940.0,1,,94,3588062.6,6277902.1,,,,47.5,85.9,48.5,84.8,994.8,4.8,41.81195152,-87.65512794,"(41.81195152, -87.65512794)",2016-132594,48,59,14924.0,123,26
2017,132594,McKinley Park Lofts Condominium Association,Submitted,2323 W Pershing Rd,60609,nan,,NEW CITY,Multifamily Housing,207826.0,1940.0,1,,89,3273951.0,8139258.0,,,,54.9,90.6,57.5,93.2,1037.7,5.0,41.81195152,-87.65512794,"(41.81195152, -87.65512794)",2017-132594,48,59,14924.0,123,26
2018,132594,McKinley Park Lofts Condominium Association,Submitted,2323 W Pershing Rd,60609,4.0,False,NEW CITY,Multifamily Housing,207826.0,1940.0,1,7318.0,92,3273592.2,8542270.8,,,,56.9,87.3,55.2,84.3,998.3,4.8,41.81195152,-87.65512794,"(41.81195152, -87.65512794)",2018-132594,48,59,14924.0,123,26
2019,132594,McKinley Park Lofts Condominium Association,Submitted,2319 2333 W PERSHING RD,60609,4.0,False,NEW CITY,Multifamily Housing,207826.0,1940.0,1,,94,3219982.9,7696026.1,,,,52.5,,,,,,41.81195152,-87.65512794,"(41.81195152, -87.65512794)",2019-132594,48,59,14924.0,123,26
2021,132594,McKinley Park Lofts Condominium Association,Submitted,2319 2333 W PERSHING RD,60609,4.0,False,NEW CITY,Multifamily Housing,261656.0,1940.0,1,,93,3464974.7,6821771.4,0.0,0.0,,49.5,81.1,51.4,81.8,857.2,4.1,41.81195152,-87.65512794,"(41.81195152, -87.65512794)",2021-132594,48,59,14924.0,123,26
2015,132798,8501 WEST HIGGINS ROAD,Submitted,8501 West Higgins Road,60631,nan,,OHARE,Office,165957.0,1967.0,1,,77,12201350.0,,,,,73.5,230.9,73.59999999999998,231.2,2451.0,14.8,41.98672351,-87.83907467999998,"(41.98672351, -87.83907468)",2015-132798,29,75,22243.0,64,34
2016,132798,8501 WEST HIGGINS ROAD,Submitted,8501 West Higgins Road,60631,nan,,OHARE,Office,165957.0,1967.0,1,,79,12002358.3,,,,,72.3,227.1,73.8,231.6,2212.3,13.3,41.98672351,-87.83907468,"(41.98672351, -87.83907468)",2016-132798,29,75,22243.0,64,34
2017,132798,8501 WEST HIGGINS ROAD,Submitted,8501 West Higgins Road,60631,nan,,OHARE,Office,165957.0,1967.0,1,,81,11304884.0,,,,,68.1,213.9,70.2,220.3,2090.2,12.6,41.98672351,-87.83907468,"(41.98672351, -87.83907468)",2017-132798,29,75,22243.0,64,34
2018,132798,8501 West Higgins Road,Submitted,8501 West Higgins Road,60631,3.0,False,OHARE,Office,165957.0,1967.0,1,2177.0,64,12368858.3,,,,,74.5,208.7,73.0,204.4,2057.7,12.4,41.98672351,-87.83907468,"(41.98672351, -87.83907468)",2018-132798,29,75,22243.0,64,34
2019,132798,8501 W Higgins Rd,Submitted,8501 W Higgins Rd,60631,3.5,False,OHARE,Office,165957.0,1967.0,1,,71,12029087.9,,,,,72.5,203.0,71.2,,2001.2,12.1,41.98672351,-87.83907468,"(41.98672351, -87.83907468)",2019-132798,29,75,22243.0,64,34
2021,132798,8501 West Higgins Rd Chicago IL,Submitted,8501 W Higgins Rd,60631,2.5,False,OHARE,Office,165957.0,1967.0,1,,56,14832417.8,0.0,0.0,0.0,,89.4,250.3,89.4,250.3,2118.5,12.8,41.98672351,-87.83907468,"(41.98672351, -87.83907468)",2021-132798,29,75,22243.0,64,34
2021,132821,2550 S Wabash,Submitted,2550 2558 S WABASH AVE,60616,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,80000.0,2020.0,1,,94,1091925.3,2591060.7,0.0,0.0,,54.2,85.0,56.7,86.3,293.6,4.3,41.84575601,-87.62545103,"(41.84575601, -87.62545103)",2021-132821,9,34,21194.0,193,48
2015,132823,Bria of Forest Edge,Submitted,8001 S. Western Avenue,60620,nan,,ASHBURN,Senior Care Community,72786.0,1963.0,1,,1,5496937.0,13968191.0,,,,267.4,438.6,277.4,446.6,1846.0,25.4,41.74785085,-87.6824488,"(41.74785085, -87.6824488)",2015-132823,30,69,21554.0,243,6
2016,132823,Bria of Forest Edge,Submitted,8001 S. Western Avenue,60620,nan,,ASHBURN,Senior Care Community,72786.0,1963.0,1,,1,5628367.0,13862099.8,,,,267.8,442.8,286.2,454.9,1773.7,24.4,41.74785085,-87.6824488,"(41.74785085, -87.6824488)",2016-132823,30,69,21554.0,243,6
2017,132823,Bria of Forest Edge,Submitted,8001 S. Western Avenue,60620,nan,,ASHBURN,Senior Care Community,72786.0,1963.0,1,,1,5721856.0,12818441.0,,,,254.7,431.8,269.4,446.7,1738.8,23.9,41.74785085,-87.6824488,"(41.74785085, -87.6824488)",2017-132823,30,69,21554.0,243,6
2018,132823,Bria of Forest Edge,Submitted,8001 S. Western Avenue,60620,1.0,False,ASHBURN,Senior Care Community,72786.0,1963.0,1,,1,5845233.7,15306680.4,,,,290.6,445.7,285.5,438.0,1785.4,24.5,41.74785085,-87.6824488,"(41.74785085, -87.6824488)",2018-132823,30,69,21554.0,243,6
2021,132823,Bria of Forest Edge,Submitted,8001 S Western Ave,60620,1.0,False,ASHBURN,Senior Living Community,85771.0,1963.0,1,,2,5420064.4,12165703.4,0.0,0.0,,241.6,384.0,252.9,390.6,1420.3,19.5,41.74785085,-87.6824488,"(41.74785085, -87.6824488)",2021-132823,30,69,21554.0,243,6
2015,132870,Chatham Ridge Shopping Center,Submitted,112 W 87th Street,60620,nan,,CHATHAM,Strip Mall,148378.0,1989.0,1,,,11755138.0,8065283.0,,,,133.6,305.8,137.2,309.7,2790.0,18.8,41.73773153,-87.62818622,"(41.73773153, -87.62818622)",2015-132870,13,40,21554.0,1,18
2016,132870,Chatham Ridge Shopping Center,Submitted,112 W 87th Street,60620,nan,,CHATHAM,Strip Mall,148378.0,1989.0,1,,,11820014.2,2925363.3,,,,99.4,270.8,97.8,265.8,2334.1,15.7,41.73773153,-87.62818622,"(41.73773153, -87.62818622)",2016-132870,13,40,21554.0,1,18
2017,132870,Chatham Ridge Shopping Center,Submitted,112 W 87th Street,60620,nan,,CHATHAM,Strip Mall,148378.0,1989.0,1,,,11755009.0,2377140.0,,,,95.2,265.6,98.9,271.3,2299.7,15.5,41.73773153,-87.62818622,"(41.73773153, -87.62818622)",2017-132870,13,40,21554.0,1,18
2018,132870,Chatham Ridge Shopping Center,Submitted,112 W 87th Street,60620,2.0,False,CHATHAM,Strip Mall,148378.0,1989.0,1,5265.0,,12910141.4,2493077.5,,,,103.8,261.3,103.2,261.2,2280.2,15.4,41.73773153,-87.62818622,"(41.73773153, -87.62818622)",2018-132870,13,40,21554.0,1,18
